airport	runway	bbox	lat1	lng1	lat2	lng2
WADD	27	{lat:-8.747678314273884,lng:115.1810668996384},{lat:-8.74808368572594,lng:115.18108310037042},{lat:-8.748615429600935,lng:115.16745661241629},{lat:-8.74821005756996,lng:115.1674404264966},	-8.747881	115.181075	-8.748944	115.153822
WARR	10	{lat:-7.377869192046444,lng:112.7734590354029},{lat:-7.377468807951144,lng:112.77352496456732},{lat:-7.379640006810238,lng:112.78693289286069},{lat:-7.380040392870372,lng:112.7868669755063},	-7.377669	112.773492	-7.382011	112.800308
WARR	28	{lat:-7.381810805986191,lng:112.80034095275536},{lat:-7.382211194011392,lng:112.80027504721481},{lat:-7.380040392870372,lng:112.7868669755063},{lat:-7.379640006810238,lng:112.78693289286069},	-7.382011	112.800308	-7.377669	112.773492
WIII	06	{lat:-6.114136584682764,lng:106.6446931143979},{lat:-6.113635415298339,lng:106.64449088569685},{lat:-6.108613563957864,lng:106.6570784988327},{lat:-6.109114728639108,lng:106.65728073742473},	-6.113886	106.644592	-6.103842	106.669767
WIII	07L	{lat:-6.12126761405625,lng:106.6389260420851},{lat:-6.120766385924859,lng:106.63872395800969},{lat:-6.1147401000048704,lng:106.65384212241918},{lat:-6.11524132248556,lng:106.65404421839223},	-6.121017	106.638825	-6.108964	106.669061
WIII	07R	{lat:-6.14280860172605,lng:106.64376207709633},{lat:-6.142307398254979,lng:106.64355992299882},{lat:-6.136180120147902,lng:106.65892659361452},{lat:-6.136681317853521,lng:106.65912875984577},	-6.142558	106.643661	-6.130303	106.674394
WIII	24	{lat:-6.1035914199997,lng:106.66966587581013},{lat:-6.104092579981429,lng:106.66986812428442},{lat:-6.109114728639108,lng:106.65728073742473},{lat:-6.108613563957864,lng:106.6570784988327},	-6.103842	106.669767	-6.113886	106.644592
WIII	25L	{lat:-6.130052404017721,lng:106.6742929108715},{lat:-6.13055359596334,lng:106.67449508922347},{lat:-6.1366813178535216,lng:106.65912875984577},{lat:-6.136180120147903,lng:106.65892659361452},	-6.130303	106.674394	-6.142558	106.643661
WIII	25R	{lat:-6.108713391572939,lng:106.66895994611828},{lat:-6.109214608408203,lng:106.66916205397635},{lat:-6.11524132248556,lng:106.65404421839223},{lat:-6.1147401000048704,lng:106.65384212241918},	-6.108964	106.669061	-6.121017	106.638825
WMKK	14L	{lat:2.778335772641234,lng:101.70162538675763},{lat:2.7786362273161314,lng:101.70207461329953},{lat:2.7635597683310325,lng:101.71218174009029},{lat:2.763259317482596,lng:101.71173251670433},	2.778486	101.701850	2.748333	101.722064
WMKK	14R	{lat:2.7431217543283504,lng:101.69773940569223},{lat:2.7434222456295614,lng:101.69818859436421},{lat:2.728430785670952,lng:101.70824021814352},{lat:2.728130298126718,lng:101.70779103256865},	2.743272	101.697964	2.713289	101.718067
WMKK	15	{lat:2.7380637482050516,lng:101.67726741074712},{lat:2.73836425175294,lng:101.67771658930921},{lat:2.723516790944937,lng:101.6876722104953},{lat:2.723216291111299,lng:101.68722303499457},	2.738214	101.677492	2.708519	101.697403
WMKK	32L	{lat:2.713439241883137,lng:101.71829159127525},{lat:2.713138758075236,lng:101.71784240878057},{lat:2.728130298126718,lng:101.70779103256865},{lat:2.728430785670952,lng:101.70824021814352},	2.713289	101.718067	2.743272	101.697964
WMKK	32R	{lat:2.7484832235003416,lng:101.72228861015185},{lat:2.748182776457488,lng:101.72183938990472},{lat:2.763259317482596,lng:101.71173251670433},{lat:2.7635597683310325,lng:101.71218174009029},	2.748333	101.722064	2.778486	101.701850
WMKK	33	{lat:2.7086692480490426,lng:101.69762758625578},{lat:2.7083687519094033,lng:101.6971784137999},{lat:2.723216291111298,lng:101.68722303499457},{lat:2.723516790944937,lng:101.6876722104953},	2.708519	101.697403	2.738214	101.677492
WMKP	04	{lat:5.285812310312739,lng:100.266859317342},{lat:5.286087689649624,lng:100.26655268258983},{lat:5.297314275104422,lng:100.27672149733044},{lat:5.297038890769967,lng:100.27702813312062},	5.285950	100.266706	5.308403	100.287044
WMKP	22	{lat:5.308540694652456,lng:100.28689068155067},{lat:5.308265305309751,lng:100.28719731838085},{lat:5.297038890769967,lng:100.27702813312062},{lat:5.297314275104422,lng:100.27672149733044},	5.308403	100.287044	5.285950	100.266706
WSSS	02C	{lat:1.3286480115306505,lng:103.98520982028629},{lat:1.3288579884442993,lng:103.98471217969258},{lat:1.3455049992737826,lng:103.99174013034843},{lat:1.3452950209361696,lng:103.99223777371577},	1.328753	103.984961	1.362047	103.999017
WSSS	02L	{lat:1.3488590122850495,lng:103.97769882265607},{lat:1.3490689876895188,lng:103.97720117732246},{lat:1.36571599868164,lng:103.98422912723666},{lat:1.3655060218316846,lng:103.98472677538582},	1.348964	103.977450	1.382258	103.991506
WSSS	02R	{lat:1.3222810139718528,lng:104.00009582067709},{lat:1.3224909860032168,lng:103.99959817930188},{lat:1.3391384967814717,lng:104.0066261301899},{lat:1.3389285233329165,lng:104.00712377432562},	1.322386	103.999847	1.355681	104.013903
WSSS	20C	{lat:1.3621519898768208,lng:103.99876817690144},{lat:1.3619420100975004,lng:103.9992658230769},{lat:1.3452950209361694,lng:103.99223777371577},{lat:1.3455049992737822,lng:103.99174013034843},	1.362047	103.999017	1.328753	103.984961
WSSS	20L	{lat:1.3557859874289655,lng:104.01365417652381},{lat:1.3555760125454757,lng:104.0141518234546},{lat:1.3389285233329165,lng:104.0071237743256},{lat:1.3391384967814717,lng:104.00662613018987},	1.355681	104.013903	1.322386	103.999847
WSSS	20R	{lat:1.382362989143563,lng:103.99125717448936},{lat:1.382153010830378,lng:103.99175482548866},{lat:1.3655060218316846,lng:103.98472677538585},{lat:1.3657159986816394,lng:103.9842291272367},	1.382258	103.991506	1.348964	103.977450
YBBN	01L	{lat:-27.383203268338566,lng:153.10706810818544},{lat:-27.38295873113753,lng:153.10652589241388},{lat:-27.36969745068673,lng:153.11411032518882},{lat:-27.369941958580927,lng:153.11465249273812},	-27.383081	153.106797	-27.356558	153.121964
YBBN	01R	{lat:-27.40337785038944,lng:153.11814571582818},{lat:-27.40319414931459,lng:153.1177382845104},{lat:-27.388887399826213,lng:153.12592136260744},{lat:-27.38907107712969,lng:153.12632875479824},	-27.403286	153.117942	-27.374672	153.134306
YBBN	14	{lat:-27.356106726826688,lng:153.1240110992526},{lat:-27.355955273062186,lng:153.12426090057653},{lat:-27.362505358888004,lng:153.12929560663767},{lat:-27.362656821612045,lng:153.12904579742317},	-27.356031	153.124136	-27.369131	153.134206
YBBN	19L	{lat:-27.374580173077728,lng:153.13410232362617},{lat:-27.374763826626637,lng:153.13450967671193},{lat:-27.38907107712969,lng:153.1263287547983},{lat:-27.388887399826213,lng:153.1259213626075},	-27.374672	153.134306	-27.403286	153.117942
YBBN	19R	{lat:-27.356435760435026,lng:153.12169294062315},{lat:-27.35668023904161,lng:153.12223505997522},{lat:-27.369941958580924,lng:153.11465249273812},{lat:-27.36969745068672,lng:153.11411032518882},	-27.356558	153.121964	-27.383081	153.106797
YBBN	32	{lat:-27.369055264101217,lng:153.1343309084676},{lat:-27.369206735787603,lng:153.13408109136148},{lat:-27.362656821612045,lng:153.12904579742317},{lat:-27.362505358888004,lng:153.12929560663767},	-27.369131	153.134206	-27.356031	153.124136
YMML	09	{lat:-37.66095829503779,lng:144.82222816522824},{lat:-37.66055370495921,lng:144.82226583466914},{lat:-37.66130690760314,lng:144.83518666867377},{lat:-37.66171150178673,lng:144.83514906927073},	-37.660756	144.822247	-37.662261	144.848089
YMML	16	{lat:-37.65323144541835,lng:144.83457362853443},{lat:-37.65315255362085,lng:144.83524837110713},{lat:-37.66945108400886,lng:144.83828927560808},{lat:-37.669529993129096,lng:144.83761438811055},	-37.653192	144.834911	-37.685789	144.840994
YMML	27	{lat:-37.66205870085798,lng:144.84810776462874},{lat:-37.66246329913906,lng:144.848070235269},{lat:-37.66171150178673,lng:144.83514906927076},{lat:-37.66130690760314,lng:144.8351866686738},	-37.662261	144.848089	-37.660756	144.822247
YMML	34	{lat:-37.68574953629061,lng:144.84133151608876},{lat:-37.68582846274748,lng:144.84065648355207},{lat:-37.66952999312908,lng:144.83761438811055},{lat:-37.669451084008855,lng:144.83828927560808},	-37.685789	144.840994	-37.653192	144.834911
YPAD	05	{lat:-34.958688457749446,lng:138.51736998842483},{lat:-34.95837754204337,lng:138.5170520121783},{lat:-34.94943125357497,lng:138.5300729257335},{lat:-34.94974213534779,lng:138.53039091666167},	-34.958533	138.517211	-34.940639	138.543250
YPAD	12	{lat:-34.94135489131827,lng:138.52177095077678},{lat:-34.941017108527824,lng:138.5220450486587},{lat:-34.945127332939656,lng:138.52958366210063},{lat:-34.9454651326619,lng:138.52930958153482},	-34.941186	138.521908	-34.949406	138.536986
YPAD	23	{lat:-34.94048357597176,lng:138.5430909975104},{lat:-34.94079442382105,lng:138.54340900309228},{lat:-34.94974213534779,lng:138.53039091666167},{lat:-34.94943125357497,lng:138.5300729257335},	-34.940639	138.543250	-34.958533	138.517211
YPAD	30	{lat:-34.94923709159529,lng:138.5371230313377},{lat:-34.94957490825084,lng:138.53684896809764},{lat:-34.94546513266189,lng:138.52930958153476},{lat:-34.94512733293965,lng:138.5295836621006},	-34.949406	138.536986	-34.941186	138.521908
YPPH	03	{lat:-31.95878768205294,lng:115.9599150940221},{lat:-31.95869031752486,lng:115.95945090622398},{lat:-31.943617901036088,lng:115.96384216211072},{lat:-31.94371524959098,lng:115.96430627840958},	-31.958739	115.959683	-31.928594	115.968464
YPPH	06	{lat:-31.941162453987623,lng:115.95932692669773},{lat:-31.940815545892036,lng:115.95907907377001},{lat:-31.935775431212363,lng:115.96887409916472},{lat:-31.93612232028526,lng:115.96912197546932},	-31.940989	115.959203	-31.930908	115.978792
YPPH	21	{lat:-31.928545333492362,lng:115.96823197769773},{lat:-31.928642666085896,lng:115.96869602254786},{lat:-31.94371524959098,lng:115.96430627840958},{lat:-31.943617901036088,lng:115.96384216211072},	-31.928594	115.968464	-31.958739	115.959683
YPPH	24	{lat:-31.930734564913738,lng:115.97866805040005},{lat:-31.931081434965876,lng:115.97891595006759},{lat:-31.93612232028526,lng:115.96912197546932},{lat:-31.935775431212363,lng:115.96887409916472},	-31.930908	115.978792	-31.940989	115.959203
YSSY	07	{lat:-33.943934117084595,lng:151.16369484304263},{lat:-33.94354388287928,lng:151.16356115726376},{lat:-33.94043909057943,lng:151.17672660975396},{lat:-33.940829310552594,lng:151.1768603510056},	-33.943739	151.163628	-33.937528	151.189958
YSSY	16L	{lat:-33.94964261255931,lng:151.18808892774828},{lat:-33.949557386978555,lng:151.18856707201235},{lat:-33.96030441294573,lng:151.1913512490519},{lat:-33.960389649291486,lng:151.19087304718155},	-33.949600	151.188328	-33.971094	151.193897
YSSY	16R	{lat:-33.929392638916255,lng:151.17135299143217},{lat:-33.929307360622,lng:151.1718310083285},{lat:-33.94676593468833,lng:151.17635612671597},{lat:-33.946851230470735,lng:151.17587801632516},	-33.929350	151.171592	-33.964267	151.180644
YSSY	25	{lat:-33.93733289711351,lng:151.1898911017998},{lat:-33.9377231028503,lng:151.1900248985068},{lat:-33.94082931055259,lng:151.1768603510056},{lat:-33.94043909057942,lng:151.17672660975396},	-33.937528	151.189958	-33.943739	151.163628
YSSY	34L	{lat:-33.964224343126084,lng:151.1808831018612},{lat:-33.96430965641157,lng:151.18040489789894},{lat:-33.946851230470735,lng:151.17587801632516},{lat:-33.94676593468833,lng:151.17635612671597},	-33.964267	151.180644	-33.929350	151.171592
YSSY	34R	{lat:-33.971051376210546,lng:151.19413612963308},{lat:-33.97113662332696,lng:151.19365787012717},{lat:-33.960389649291486,lng:151.19087304718155},{lat:-33.96030441294573,lng:151.1913512490519},	-33.971094	151.193897	-33.949600	151.188328
ZBAA	01	{lat:40.05891511281544,lng:116.6179812624866},{lat:40.05885088612982,lng:116.61728073784359},{lat:40.07583840853834,lng:116.61462131528305},{lat:40.07590265124268,lng:116.6153220121353},	40.058883	116.617631	40.092858	116.612311
ZBAA	18L	{lat:40.0894037807273,lng:116.59447759720275},{lat:40.089468218216915,lng:116.595178403129},{lat:40.07247674077866,lng:116.59784698257259},{lat:40.072412319367785,lng:116.59714634898967},	40.089436	116.594828	40.055453	116.600164
ZBAA	18R	{lat:40.10204199554623,lng:116.56939726869611},{lat:40.10209600372191,lng:116.56998073153545},{lat:40.08778952005364,lng:116.57224364662457},{lat:40.087735523230634,lng:116.57166030463526},	40.102069	116.569689	40.073456	116.574214
ZBAA	19	{lat:40.092825870103674,lng:116.61196056556261},{lat:40.092890128840324,lng:116.61266143476826},{lat:40.07590265124268,lng:116.6153220121353},{lat:40.07583840853834,lng:116.61462131528305},	40.092858	116.612311	40.058883	116.617631
ZBAA	36L	{lat:40.07348299237365,lng:116.57450561072778},{lat:40.07342900689521,lng:116.57392238950335},{lat:40.087735523230634,lng:116.57166030463526},{lat:40.08778952005364,lng:116.57224364662457},	40.073456	116.574214	40.102069	116.569689
ZBAA	36R	{lat:40.055485202145626,lng:116.60051423085743},{lat:40.05542079679986,lng:116.5998137694736},{lat:40.072412319367785,lng:116.59714634898967},{lat:40.07247674077866,lng:116.59784698257259},	40.055453	116.600164	40.089436	116.594828
ZGGG	01	{lat:23.376862214729826,lng:113.28371449683875},{lat:23.376959784977707,lng:113.28328550300338},{lat:23.39272634841049,lng:113.28754197230013},{lat:23.392628766551685,lng:113.2879710140513},	23.376911	113.283500	23.408444	113.292014
ZGGG	02L	{lat:23.375554021749394,lng:113.3056184987855},{lat:23.37568397773249,lng:113.30504750093458},{lat:23.392330050217577,lng:113.30954440204407},{lat:23.39220007790757,lng:113.31011546722084},	23.375619	113.305333	23.408911	113.314328
ZGGG	02R	{lat:23.369438033821528,lng:113.30799348887571},{lat:23.369567965660508,lng:113.30742251084456},{lat:23.38621253808516,lng:113.31191791237221},{lat:23.386082589928556,lng:113.31248895770283},	23.369503	113.307708	23.402792	113.316700
ZGGG	19	{lat:23.408492796593453,lng:113.29179945506722},{lat:23.408395203113646,lng:113.29222854477456},{lat:23.392628766551685,lng:113.28797101405128},{lat:23.39272634841049,lng:113.28754197230012},	23.408444	113.292014	23.376911	113.283500
ZGGG	20L	{lat:23.402856981985206,lng:113.31641444351482},{lat:23.402727017496026,lng:113.31698555620486},{lat:23.386082589928556,lng:113.31248895770283},{lat:23.38621253808516,lng:113.31191791237221},	23.402792	113.316700	23.369503	113.307708
ZGGG	20R	{lat:23.40897599406648,lng:113.31404243357848},{lat:23.408846005414606,lng:113.31461356614108},{lat:23.39220007790757,lng:113.31011546722084},{lat:23.392330050217577,lng:113.30954440204407},	23.408911	113.314328	23.375619	113.305333
ZGHA	18L	{lat:28.209093363785055,lng:113.22211105827027},{lat:28.209122635534452,lng:113.22272294181356},{lat:28.19200763722728,lng:113.22377706171947},{lat:28.19197837016603,lng:113.22316527588633},	28.209108	113.222417	28.174878	113.224525
ZGHA	18R	{lat:28.206194920152214,lng:113.21848116689345},{lat:28.20621707946378,lng:113.21894083315424},{lat:28.191803080876863,lng:113.21983542286681},{lat:28.191780924554077,lng:113.21937581841888},	28.206206	113.218711	28.177378	113.220500
ZGHA	36L	{lat:28.177389076476334,lng:113.22072977136413},{lat:28.177366923140113,lng:113.22027022868345},{lat:28.191780924554088,lng:113.21937581841887},{lat:28.191803080876877,lng:113.21983542286681},	28.177378	113.220500	28.206206	113.218711
ZGHA	36R	{lat:28.174892630848852,lng:113.2248308441461},{lat:28.174863368471637,lng:113.22421915593759},{lat:28.19197837016603,lng:113.22316527588633},{lat:28.19200763722728,lng:113.22377706171947},	28.174878	113.224525	28.209108	113.222417
ZPPP	03	{lat:25.102088487569652,lng:102.91716796918521},{lat:25.10233951222272,lng:102.91681603045363},{lat:25.11648603481243,lng:102.92912259820233},{lat:25.11623498111245,lng:102.92947455238746},	25.102214	102.916992	25.130506	102.941608
ZPPP	04	{lat:25.08949680597582,lng:102.93094809483566},{lat:25.089831193656877,lng:102.93047990452465},{lat:25.105741359338445,lng:102.94433658996284},{lat:25.10540692816316,lng:102.94480480328889},	25.089664	102.930714	25.121483	102.958431
ZPPP	21	{lat:25.130631541279502,lng:102.94143201499976},{lat:25.130380458512665,lng:102.94178398463849},{lat:25.116234981112445,lng:102.92947455238746},{lat:25.116486034812425,lng:102.92912259820233},	25.130506	102.941608	25.102214	102.916992
ZPPP	22	{lat:25.121650237167696,lng:102.95819688150912},{lat:25.121315762464594,lng:102.95866511785007},{lat:25.10540692816316,lng:102.94480480328889},{lat:25.105741359338445,lng:102.94433658996284},	25.121483	102.958431	25.089664	102.930714
ZSAM	05	{lat:24.534573020568438,lng:118.1145480858322},{lat:24.53489297930766,lng:118.11427391381838},{lat:24.544291070677478,lng:118.12752842761782},{lat:24.543971087976296,lng:118.12780258636877},	24.534733	118.114411	24.553528	118.140922
ZSAM	23	{lat:24.55368800327422,lng:118.14078492708954},{lat:24.553367996601835,lng:118.14105907256074},{lat:24.543971087976296,lng:118.12780258636877},{lat:24.544291070677478,lng:118.12752842761782},	24.553528	118.140922	24.534733	118.114411
ZSPD	15	{lat:31.15123006900366,lng:121.83848997857326},{lat:31.151353930608593,lng:121.83893802171941},{lat:31.136767538087106,lng:121.84444283734948},{lat:31.136643695535508,lng:121.84399485593467},	31.151292	121.838714	31.122119	121.849722
ZSPD	16L	{lat:31.1601198254064,lng:121.81584982012592},{lat:31.16028617389725,lng:121.81645018040105},{lat:31.143994306298886,lng:121.82261369310552},{lat:31.143827986397778,lng:121.82201342519706},	31.160203	121.816150	31.127619	121.828475
ZSPD	16R	{lat:31.158877970486053,lng:121.81141876921689},{lat:31.159044028817373,lng:121.81201923130928},{lat:31.142745660783667,lng:121.81817324270628},{lat:31.142579631002206,lng:121.8175728730702},	31.158961	121.811719	31.126364	121.824025
ZSPD	17L	{lat:31.161158924831724,lng:121.78563277923692},{lat:31.161325074471716,lng:121.78623322128954},{lat:31.14416972166434,lng:121.79271484519154},{lat:31.144003602093974,lng:121.79211450044649},	31.161242	121.785933	31.126931	121.798894
ZSPD	17R	{lat:31.154722880983165,lng:121.78299381620016},{lat:31.15488911832052,lng:121.78359418432638},{lat:31.14031122280834,lng:121.78910499004347},{lat:31.140145011031535,lng:121.78850470456759},	31.154806	121.783294	31.125650	121.794314
ZSPD	33	{lat:31.122180911562243,lng:121.84994596000813},{lat:31.12205708805041,lng:121.84949804028408},{lat:31.136643695535522,lng:121.8439948559347},{lat:31.136767538087117,lng:121.8444428373495},	31.122119	121.849722	31.151292	121.838714
ZSPD	34L	{lat:31.12644700027931,lng:121.82432513888641},{lat:31.126280999024967,lng:121.82372486163874},{lat:31.142579631002206,lng:121.8175728730702},{lat:31.142745660783667,lng:121.81817324270628},	31.126364	121.824025	31.158961	121.811719
ZSPD	34R	{lat:31.1277021453193,lng:121.82877508806772},{lat:31.127535853985187,lng:121.8281749124582},{lat:31.143827986397778,lng:121.82201342519704},{lat:31.143994306298886,lng:121.82261369310548},	31.127619	121.828475	31.160203	121.816150
ZSPD	35L	{lat:31.12573309276946,lng:121.79461410170272},{lat:31.125566906535,lng:121.79401389882294},{lat:31.140145011031535,lng:121.78850470456759},{lat:31.14031122280834,lng:121.78910499004347},	31.125650	121.794314	31.154806	121.783294
ZSPD	35R	{lat:31.127014044415148,lng:121.79919412401907},{lat:31.126847954889197,lng:121.79859387650633},{lat:31.14400360209397,lng:121.79211450044649},{lat:31.14416972166433,lng:121.79271484519154},	31.126931	121.798894	31.161242	121.785933
ZUCK	02L	{lat:29.705116718157797,lng:106.6369516857965},{lat:29.705233281466338,lng:106.63650431394389},{lat:29.719051375099973,lng:106.64127712877503},{lat:29.71893479574784,lng:106.64172455666129},	29.705175	106.636728	29.732811	106.646275
ZUCK	02R	{lat:29.70463570890426,lng:106.64089068152916},{lat:29.704752290719888,lng:106.6404433182112},{lat:29.720308408301925,lng:106.64581745359996},{lat:29.720191808421443,lng:106.64626487999739},	29.704694	106.640667	29.735806	106.651417
ZUCK	03	{lat:29.714244706875927,lng:106.6616657022349},{lat:29.714361292748073,lng:106.66121829750529},{lat:29.73076292300828,lng:106.66688533761132},{lat:29.730646318080936,lng:106.66733280888188},	29.714303	106.661442	29.747106	106.672778
ZUCK	20L	{lat:29.73586430879148,lng:106.65119325510861},{lat:29.73574769083221,lng:106.65164074463124},{lat:29.720191808421443,lng:106.64626487999739},{lat:29.720308408301925,lng:106.64581745359996},	29.735806	106.651417	29.704694	106.640667
ZUCK	20R	{lat:29.732869297515236,lng:106.64605125789198},{lat:29.732752702108503,lng:106.64649874184795},{lat:29.71893479574785,lng:106.64172455666129},{lat:29.719051375099987,lng:106.64127712877503},	29.732811	106.646275	29.705175	106.636728
ZUCK	21	{lat:29.747164311810792,lng:106.6725542309387},{lat:29.747047687812728,lng:106.673001768801},{lat:29.730646318080936,lng:106.66733280888188},{lat:29.73076292300828,lng:106.66688533761132},	29.747106	106.672778	29.714303	106.661442
ZUUU	02L	{lat:30.56338553834218,lng:103.9402126644841},{lat:30.56353646129241,lng:103.93977533517574},{lat:30.57859766095989,lng:103.94678671746222},{lat:30.578446714572564,lng:103.94722410377275},	30.563461	103.939994	30.593583	103.954019
ZUUU	02R	{lat:30.51939959290875,lng:103.93699094629207},{lat:30.519600406444916,lng:103.93640905310679},{lat:30.534660109423466,lng:103.94341342913644},{lat:30.534459264760333,lng:103.94399539803908},	30.519500	103.936700	30.549619	103.950711
ZUUU	20L	{lat:30.549719437582905,lng:103.95041997736477},{lat:30.549518561770036,lng:103.95100202203305},{lat:30.534459264760333,lng:103.9439953980391},{lat:30.534660109423466,lng:103.94341342913646},	30.549619	103.950711	30.519500	103.936700
ZUUU	20R	{lat:30.593658484737873,lng:103.95380027815514},{lat:30.59350751489634,lng:103.95423772150416},{lat:30.578446714572564,lng:103.94722410377278},{lat:30.57859766095989,lng:103.94678671746226},	30.593583	103.954019	30.563461	103.939994
